slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle.,branchiopod_cuticle.,clamShrimp_cuticle.,plant.algal_cuticle.,other.,Morpho1,Morpho2,Morpho3,Preservation,strat_height,Description.notes,no_specimens,Imaged,sample_name,Mass..g.,Mesh,HF_date,Water_.date,Collection_date,acid_time,rinse_time,Inspection.complete.,Notes_pre.maceration,Notes_duringmaceration,Notes_post.maceration,Notes_microscopeobservations,rock_name,base..from.lower.SS..cm.,top.from.lower.SS..cm.,date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes
ST-26,ST-26,4/6/23,Shreya Jariwala,specimen,,,,,x,Or,OrR,OrR3,NA,NA,cluster of 4 ,1,x,CLST-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLST_10,NA,NA,NA,Susan Tremblay,block of layers,Cairo Quarry,CS_C,42.31947,-74.04779,Plattekill Fm.,"=Ms 3, noted by Susan to be productive"
ST-27,ST-27,4/7/23,Shreya Jariwala,specimen,x,,,,,Ap,ApW,ApW,1,NA,arthropod stout appendage segment (or algae?),1,x,CLST-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLST_10,NA,NA,NA,Susan Tremblay,block of layers,Cairo Quarry,CS_C,42.31947,-74.04779,Plattekill Fm.,"=Ms 3, noted by Susan to be productive"
CSA-27,CSA-27a,7/17/22,Tanner Frank,specimen,,,,,x,Or,OrR,OrR1,NA,NA,cluster of 4 orbs; from 6/1/22 observation,1,x,CSA-21-A,5.24,105µm,8/12/21,8/17/21,8/20/21,5,3,0,lots of complete liverworts,well dissolved after first day,"6/1/2022: medium flakes, dark sediment before looking in scope","decent liverwort flakes, can see cells clearly, not coalified much; *serrated cuticle edge, *bilobed spore, hyphal threads binding things but not densely (6/22/22)","6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-27,CSA-27b,7/17/22,Tanner Frank,specimen,x,,,,,Ap,ApT,ApT14,2,NA,long appendage with some segmentation?; from 6/1/22 observation,1,x,CSA-21-A,5.24,105µm,8/12/21,8/17/21,8/20/21,5,3,0,lots of complete liverworts,well dissolved after first day,"6/1/2022: medium flakes, dark sediment before looking in scope","decent liverwort flakes, can see cells clearly, not coalified much; *serrated cuticle edge, *bilobed spore, hyphal threads binding things but not densely (6/22/22)","6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-27,CSA-27c,7/17/22,Tanner Frank,specimen,x,x,,,,Ap,ApB,ApB1,1,NA,spiked exopod flap border; from 6/1/22 observation,1,x,CSA-21-A,5.24,105µm,8/12/21,8/17/21,8/20/21,5,3,0,lots of complete liverworts,well dissolved after first day,"6/1/2022: medium flakes, dark sediment before looking in scope","decent liverwort flakes, can see cells clearly, not coalified much; *serrated cuticle edge, *bilobed spore, hyphal threads binding things but not densely (6/22/22)","6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-46,CSA-46,4/3/23,Liuliu Gould,specimen,,,,x,,Br,BrA,BrA5,2,NA,"algae with corner, simple node; collected Guillermo 3/17/23",1,x,CSA-21-A,5.24,105µm,8/12/21,8/17/21,8/20/21,5,3,0,lots of complete liverworts,well dissolved after first day,"6/1/2022: medium flakes, dark sediment before looking in scope","decent liverwort flakes, can see cells clearly, not coalified much; *serrated cuticle edge, *bilobed spore, hyphal threads binding things but not densely (6/22/22)","6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-1,CSA-1,NA,NA,specimen,x,,,,,Ap,ApT,ApT9,2,NA,"large harpoon like spike; Bill shear: appears to be a chela finger, crustacean",1,x,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-2,CSA-2,NA,NA,specimen,x,x,,,,Ap,ApB,ApB5,1,NA,spiky curved border,1,x,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-23,CSA-23,2/18/22,Tanner Frank,specimen,x,x,,,,Tr,TrA,TrA1,3,NA,anostracan abdomen (articulated) w final tergopleura,1,x,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-28,CSA-28,2/13/23,Liuliu Gould,specimen,x,,,,,Ap,ApT,ApT5,2,NA,"spikey cuticle, pair of long spikes and shorter stout spikes, connected!",1,x,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-29,CSA-29,2/13/23,Liuliu Gould,specimen,x,,,,,Tr,Tr,Tr,1,NA,"small scrap of mostly featureless cuticle, looks something like cephalic shield",1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-3,CSA-3,NA,NA,specimen,,,,,x,Or,OrS,OrS1,NA,NA,"large object--sac, clam shrimp?",1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-30,CSA-30,2/13/23,Liuliu Gould,specimen,x,,,,,Ap,Ap,Ap,1,NA,dark curved piece of cuticle and transparent possible plant scrap,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-31,CSA-31a,2/13/23,Liuliu Gould,specimen,x,,,,,Tr,TrP,TrP1,NA,NA,three pieces of cuticle(?),1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-31,CSA-31b,2/13/23,Liuliu Gould,specimen,x,,,,,Ap,Ap,Ap,NA,NA,three pieces of cuticle(?),1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-31,CSA-31c,2/13/23,Liuliu Gould,specimen,x,,,,,Ap,Ap,Ap,NA,NA,three pieces of cuticle(?),1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-45,CSA-45a,5/3/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va3,Va3,1,NA,clam shrimp scraps; collected 3/14/22,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-45,CSA-45b,5/3/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va,Va,1,NA,clam shrimp scraps; collected 3/14/22,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-45,CSA-45c,5/3/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va,Va,1,NA,clam shrimp scraps; collected 3/14/22,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-45,CSA-45d,5/3/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va,Va,1,NA,clam shrimp scraps; collected 3/14/22,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-4,CSA-4a,NA,NA,specimen,x,x,x,,,Va,Va,Va,1,NA,small cuticle bits,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-4,CSA-4b,NA,NA,specimen,x,,,,,U,U,U,NA,NA,small cuticle bits,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-4,CSA-4c,NA,NA,specimen,x,,,,,U,U,U,NA,NA,small cuticle bits,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-54,CSA-54,4/11/23,Jamie Hernandez,specimen,x,,,,,Sp,Sp,Sp,NA,NA,*may have not been covered??*  for charcoaly spike collected by Layla ,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-55,CSA-55a,2/13/23,Liuliu Gould,specimen,x,,,,,Ap,Ap,Ap,1,NA,arthropod cuticle with small segments (or algae?),1,x,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-55,CSA-55b,2/13/23,Liuliu Gould,specimen,,,,,x,Or,OrR,OrR1,NA,NA,cluster of 4 ,1,NA,CSA-21-B,2.98,105µm,8/12/21,8/17/21,8/20/21,5,3,x,"liverworts, from ""concho piece III""; piece 1","well dissolved after first day, added extra acid after initial pour",0,"**anostracan abdomen; liverwort herbivory**, possible appendage**, large untextured valve*, cuticle edge*, tergopleurae*, double-spike*",6.17.21-CSA-1,NA,NA,6/17/21,NA,CSA 6-17-21 concho III; multiple fragments; liverworts,Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-32,CSA-32a,2/16/23,Shreya Jariwala,specimen,x,,,,,Ap,ApT,ApT8,2,NA,"chelicerate cuticle?; frisbeekite without tail, round algal node, plant scraps",1,x (needs rephoto),CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-32,CSA-32b,2/16/23,Shreya Jariwala,specimen,,,,,x,Or,OrF,OrF1,1,NA,slightly degraded disc,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-32,CSA-32c,2/16/23,Shreya Jariwala,specimen,,,,,,No,No,No,1,NA,socket or node? Arthropod?,1,x (needs rephoto),CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-34,CSA-34a,2/21/23,Shreya Jariwala,specimen,,,,x,,Ph,Ph,Ph,NA,NA,scraps of plant,1,NA,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-34,CSA-34b,2/21/23,Shreya Jariwala,specimen,,,,x,,Ph,Ph,Ph,NA,NA,scraps of plant,1,NA,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-35,CSA-35,3/4/23,Tanner Frank,specimen,,,,x,,No,NoC,NoC1,3,NA,"double layers of algal nodes, splayed flat so both layers are opposite one another; collected 3/2/2023 Tanner",1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-36,CSA-36,3/16/23,Liuliu Gould,specimen,x,,,,,Ap,ApW,ApW3,2,NA,large arthropod appendage segment; collected 2/9/2023,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-37,CSA-37,4/23/23,Shreya Jariwala,specimen,x,,,,,Tr,TrS,TrS2,1,NA,partial head shield of Cairocaris; collected by Guillermo 3/17/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
