slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle?,branchiopod_cuticle?,clamShrimp_cuticle?,plant-algal_cuticle?,other?,Morphotype,Preservation,Description/notes,no_specimens,Imaged,sample_name,Mass (g),Mesh,HF_date,Water_ date,Collection_date,acid_time,rinse_time,Inspection complete?,Notes_pre-maceration,Notes_duringmaceration,Notes_post-maceration,Notes_microscopeobservations,rock_name,base  from lower SS (cm),top from lower SS (cm),date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes
CSA-36,CSA-36,3/16/23,Liuliu Gould,specimen,x,,,,,ApW3,2,large arthropod appendage segment; collected 2/9/2023,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-37,CSA-37,4/23/23,Shreya Jariwala,specimen,x,,,,,TrS2,1,partial head shield of Cairocaris; collected by Guillermo 3/17/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-38,CSA-38,4/24/23,Shreya Jariwala,specimen,,,,x,,BrF0,NA,branching plant; collected by Liuliu 3/2/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-39,CSA-39,4/25/23,Shreya Jariwala,specimen,x,,,,,ApT1,1,arthropod appendage shaft but with articulation (?); collected by Liuliu 3/2/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-40,CSA-40,4/26/23,Shreya Jariwala,specimen,,,,,x,OrR3,NA,double spore; collected by Liuliu 3/2/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-43,CSA-43,4/30/23,Shreya Jariwala,specimen,,,,,x,OrF1,2,frisbeekite with partial flagellum; collected by Liuliu 3/2/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-44,CSA-44,5/1/23,Shreya Jariwala,specimen,,,,,x,OrF1,2,frisbeekite with partial flagellum; collected by Liuliu 3/2/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-50,CSA-50,4/4/23,Shreya Jariwala,specimen,x,,,,,ApT,NA,arthropod socket?,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSD-391,CSD-391a,10/19/23,Jamie Hernandez,specimen,,,,,x,OrS1,1,egg sac and liverwort; coll tanner 10/6/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSD-391,CSD-391b,10/19/23,Jamie Hernandez,specimen,x,,,,,Tr,1,arthropod scrap; coll tanner 10/6/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSD-391,CSD-391c,10/19/23,Jamie Hernandez,specimen,x,,,,,Tr,1,arthropod scrap; coll tanner 10/6/23,1,x,CSA-21-D,5.65,150µm,8/17/21,8/20/21,8/26/21,3,6,0,"lots of complete liverworts on one side, other side had possibly vascular plant texture, little bumps--plant, ostracod?","***forgot to add water to, dried out :(","medium sized flakes, cloudy",nice arthropod cuticle--terrestrial stuff!,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-59,CSA-59a,11/3/23,Jamie Hernandez,specimen,x,,,,,ApT5,2,long jointed spine - see CSD-247 and CSD-80; collected jamie 10/30/23,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-59,CSA-59b,11/3/23,Jamie Hernandez,specimen,x,,,,,Va,1,large cuticle scrap; collected jamie 10/30/23,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-60,CSA-60,11/3/23,Jamie Hernandez ,specimen,x,,,,,ApB,1,convex app lobe,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-61,CSA-61,11/3/23,Jamie Hernandez ,specimen,x,,,,,SpT2,2,thick SpT spikes (7),1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-62,CSA-62a,11/3/23,Jamie Hernandez ,specimen,x,,,,,Va,1,cuticle scrap,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-62,CSA-62b,11/3/23,Jamie Hernandez ,specimen,x,,,,,Ap,1,interesting texture cuticle piece,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-64,CSA-64,11/3/23,Jamie Hernandez ,specimen,x,x,,,,ApB,1,scrap of limb lobe edge with liverwort,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-65,CSA-65b,11/3/23,Jamie Hernandez ,specimen,,,,,,U,NA,mineral?,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-66,CSA-66a,11/17/23,Tanner Frank ,specimen,,,,,x,OrR,NA,single orb with some surrounding tissue,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-66,CSA-66b,11/17/23,Tanner Frank ,specimen,x,x,,,,ApB1,2,"mostly complete convex lobe, very nice!",1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-66,CSA-66c,11/17/23,Tanner Frank ,specimen,x,x,,,,ApB6,1,margin of thin serrated lobe,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-67,CSA-67,11/17/23,Tanner Frank ,specimen,x,,,,,ApW1,2,"two segments of stenopodous appendage w bean shaped setal sockets, some setae intact",1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-69,CSA-69a,12/1/23,Jamie Hernandez ,specimen,x,,,,,ApT1,2,shovel appendage with organic gunk,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-69,CSA-69b,12/1/23,Jamie Hernandez ,specimen,x,,,,,ApT1,2,mostly complete shovel appendages including base,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-69,CSA-69c,12/1/23,Jamie Hernandez ,specimen,x,x,,,,ApB3,2,very complete endite filter plate! Slightly obscured by liverwort,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-70,CSA-70,12/1/23,Jamie Hernandez ,specimen,x,,,,,ApB4,2,"well-preserved ""U-shaped"" lobe",1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-71,CSA-71b,12/1/23,Jamie Hernandez ,specimen,x,,,,,Ap,1,arthropod cuticle with some edge intact,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-72,CSA-72,12/1/23,Jamie Hernandez ,specimen,x,x,,,,ApB1,2,relatively complete lobe,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-73,CSA-73,12/1/23,Jamie Hernandez ,specimen,x,,,,,ApT1,2,"arthropod appendage ApT1 good size but can only see the side w the setae, the other shovel end is missing",1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-75,CSA-75a,12/1/23,Jamie Hernandez ,specimen,,,,,x,OrS3,NA,folded structure,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-75,CSA-75b,12/1/23,Jamie Hernandez ,specimen,,,,,x,OrS1,1,broken eggsac,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-75,CSA-75c,12/1/23,Jamie Hernandez ,specimen,x,,,,,Tr,1,arthropd cuticle folded piece,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-75,CSA-75d,12/1/23,Jamie Hernandez ,specimen,x,,,,,Va,1,arthropod scrap,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-76,CSA-76a,12/1/23,Jamie Hernandez ,specimen,x,x,x,,,Va2,1,clam shrimp scrap w wavy ornament,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-76,CSA-76b,12/1/23,Jamie Hernandez ,specimen,x,,,,,ApT,1,"well-sclerotized cuticle, broken",1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-76,CSA-76c,12/1/23,Jamie Hernandez ,specimen,x,,,,,Tr,1,rectangular cuticle scrap,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
CSA-77,CSA-77,12/1/23,Jamie Hernandez ,specimen,x,,,,,ApB2,1,concave partial serrated margin,1,x,CSA-21-F,3.99,105µm?,8/31/21,9/8/21,9/15/21,8,7,0,OK liverworts,not fully dissolved so had to resumberge in acid. Didn't really help :P,"clumpy, small flakes",0,"6.16,17.21-CSA-1",NA,NA,6/16/2021-6/17/2021,NA,"many loose fragments, complete liverworts on one side",Cairo Quarry,CS_A,42.31949,-74.04771,Plattekill Fm.,=Ms 1; detailed measurements and sampling of section 2021
